UID,Time,totalVal
1034442301,2020/3/25,242
1034442301,2020/3/26,242
1034442301,2020/3/27,242
1034442301,2020/3/28,242
1034442301,2020/3/29,242
1034442301,2020/3/30,242
1034442301,2020/3/31,242
1036016610,2020/2/10,36
1036016610,2020/2/11,36
1036016610,2020/2/12,36
1036016610,2020/2/13,36
1036016610,2020/2/14,36
1036016610,2020/2/15,36
1036016610,2020/2/16,36
1036016610,2020/2/17,36
1036016610,2020/2/18,36
1036016610,2020/2/19,72
1036016610,2020/2/20,72
1036016610,2020/2/21,72
1036016610,2020/2/22,72
1036016610,2020/2/23,72
1036016610,2020/2/24,72
1036016610,2020/2/25,72
1036016610,2020/2/26,72
1036016610,2020/2/27,72
1036016610,2020/2/28,72
1036016610,2020/2/29,72
1036016610,2020/3/1,72
1036016610,2020/3/2,72
1036016610,2020/3/3,72
1036016610,2020/3/4,72
1036016610,2020/3/5,72
1036016610,2020/3/6,72
1036016610,2020/3/7,72
1036016610,2020/3/8,72
1036016610,2020/3/9,72
1036016610,2020/3/10,72
1036016610,2020/3/11,72
1036016610,2020/3/12,72
1036016610,2020/3/13,72
1036016610,2020/3/14,72
1036016610,2020/3/15,72
1036016610,2020/3/16,72
1036016610,2020/3/17,72
1036016610,2020/3/18,72
1036016610,2020/3/19,72
1036016610,2020/3/20,72
1036016610,2020/3/21,72
1036016610,2020/3/22,72
1036016610,2020/3/23,72
1036016610,2020/3/24,72
1036016610,2020/3/25,72
1036016610,2020/3/26,72
1036016610,2020/3/27,72
1036016610,2020/3/28,72
1036016610,2020/3/29,72
1036016610,2020/3/30,72
1036016610,2020/3/31,72
1036598166,2020/1/1,71
